state,year,quarter,district,registered_users,app_opens
gujarat,2018,3,Ahmedabad,661569,5758914
gujarat,2018,3,Surat,246960,2149773
gujarat,2018,3,Vadodara,179114,1559176
gujarat,2018,3,Rajkot,133976,1166260
gujarat,2018,3,Gandhinagar,99325,864620
gujarat,2018,3,Bhavnagar,80227,698378
gujarat,2018,4,Ahmedabad,793945,5567473
gujarat,2018,4,Surat,296375,2078309
gujarat,2018,4,Vadodara,214954,1507345
gujarat,2018,4,Rajkot,160785,1127490
gujarat,2018,4,Gandhinagar,119199,835878
gujarat,2018,4,Bhavnagar,96281,675162
gujarat,2019,1,Ahmedabad,678989,5469396
gujarat,2019,1,Surat,253463,2041697
gujarat,2019,1,Vadodara,183830,1480792
gujarat,2019,1,Rajkot,137504,1107628
gujarat,2019,1,Gandhinagar,101940,821153
gujarat,2019,1,Bhavnagar,82340,663268
gujarat,2019,2,Ahmedabad,841131,6865431
gujarat,2019,2,Surat,313990,2562830
gujarat,2019,2,Vadodara,227729,1858756
gujarat,2019,2,Rajkot,170340,1390345
gujarat,2019,2,Gandhinagar,126284,1030749
gujarat,2019,2,Bhavnagar,102003,832564
gujarat,2019,3,Ahmedabad,898077,7051084
gujarat,2019,3,Surat,335247,2632133
gujarat,2019,3,Vadodara,243146,1909020
gujarat,2019,3,Rajkot,181873,1427942
gujarat,2019,3,Gandhinagar,134833,1058622
gujarat,2019,3,Bhavnagar,108908,855078
gujarat,2019,4,Ahmedabad,1083998,8021625
gujarat,2019,4,Surat,404651,2994431
gujarat,2019,4,Vadodara,293483,2171786
gujarat,2019,4,Rajkot,219524,1624490
gujarat,2019,4,Gandhinagar,162747,1204335
gujarat,2019,4,Bhavnagar,131455,972774
gujarat,2020,1,Ahmedabad,861758,5638498
gujarat,2020,1,Surat,321690,2104822
gujarat,2020,1,Vadodara,233313,1526575
gujarat,2020,1,Rajkot,174518,1141874
gujarat,2020,1,Gandhinagar,129381,846542
gujarat,2020,1,Bhavnagar,104504,683775
gujarat,2020,2,Ahmedabad,1035618,8711025
gujarat,2020,2,Surat,386590,3251781
gujarat,2020,2,Vadodara,280384,2358435
gujarat,2020,2,Rajkot,209727,1764103
gujarat,2020,2,Gandhinagar,155483,1307839
gujarat,2020,2,Bhavnagar,125588,1056377
gujarat,2020,3,Ahmedabad,1126898,7423445
gujarat,2020,3,Surat,420665,2771134
gujarat,2020,3,Vadodara,305098,2009834
gujarat,2020,3,Rajkot,228212,1503350
gujarat,2020,3,Gandhinagar,169188,1114527
gujarat,2020,3,Bhavnagar,136657,900234
gujarat,2020,4,Ahmedabad,1215619,10117388
gujarat,2020,4,Surat,453784,3776769
gujarat,2020,4,Vadodara,329118,2739196
gujarat,2020,4,Rajkot,246179,2048911
gujarat,2020,4,Gandhinagar,182508,1518985
gujarat,2020,4,Bhavnagar,147417,1226926
gujarat,2021,1,Ahmedabad,1027509,8781462
gujarat,2021,1,Surat,383564,3278075
gujarat,2021,1,Vadodara,278189,2377505
gujarat,2021,1,Rajkot,208085,1778368
gujarat,2021,1,Gandhinagar,154266,1318414
gujarat,2021,1,Bhavnagar,124605,1064919
gujarat,2021,2,Ahmedabad,1211561,9643715
gujarat,2021,2,Surat,452269,3599949
gujarat,2021,2,Vadodara,328019,2610953
gujarat,2021,2,Rajkot,245358,1952986
gujarat,2021,2,Gandhinagar,181899,1447869
gujarat,2021,2,Bhavnagar,146924,1169484
gujarat,2021,3,Ahmedabad,1169867,7726716
gujarat,2021,3,Surat,436705,2884343
gujarat,2021,3,Vadodara,316731,2091942
gujarat,2021,3,Rajkot,236914,1564767
gujarat,2021,3,Gandhinagar,175639,1160059
gujarat,2021,3,Bhavnagar,141868,937011
gujarat,2021,4,Ahmedabad,1330943,10384836
gujarat,2021,4,Surat,496834,3876606
gujarat,2021,4,Vadodara,360341,2811605
gujarat,2021,4,Rajkot,269534,2103073
gujarat,2021,4,Gandhinagar,199822,1559138
gujarat,2021,4,Bhavnagar,161402,1259359
gujarat,2022,1,Ahmedabad,1151298,8772554
gujarat,2022,1,Surat,429773,3274749
gujarat,2022,1,Vadodara,311704,2375093
gujarat,2022,1,Rajkot,233153,1776564
gujarat,2022,1,Gandhinagar,172851,1317077
gujarat,2022,1,Bhavnagar,139616,1063839
gujarat,2022,2,Ahmedabad,1197023,10391254
gujarat,2022,2,Surat,446842,3879002
gujarat,2022,2,Vadodara,324083,2813342
gujarat,2022,2,Rajkot,242413,2104373
gujarat,2022,2,Gandhinagar,179716,1560102
gujarat,2022,2,Bhavnagar,145161,1260137
gujarat,2022,3,Ahmedabad,1430917,11198518
gujarat,2022,3,Surat,534154,4180349
gujarat,2022,3,Vadodara,387408,3031902
gujarat,2022,3,Rajkot,289780,2267855
gujarat,2022,3,Gandhinagar,214832,1681301
gujarat,2022,3,Bhavnagar,173526,1358033
gujarat,2022,4,Ahmedabad,1678790,12943604
gujarat,2022,4,Surat,626683,4831781
gujarat,2022,4,Vadodara,454518,3504369
gujarat,2022,4,Rajkot,339978,2621260
gujarat,2022,4,Gandhinagar,252047,1943302
gujarat,2022,4,Bhavnagar,203585,1569658
gujarat,2023,1,Ahmedabad,1212646,9165688
gujarat,2023,1,Surat,452674,3421504
gujarat,2023,1,Vadodara,328313,2481531
gujarat,2023,1,Rajkot,245577,1856179
gujarat,2023,1,Gandhinagar,182062,1376100
gujarat,2023,1,Bhavnagar,147056,1111514
gujarat,2023,2,Ahmedabad,1390177,12924206
gujarat,2023,2,Surat,518945,4824540
gujarat,2023,2,Vadodara,376378,3499117
gujarat,2023,2,Rajkot,281530,2617331
gujarat,2023,2,Gandhinagar,208715,1940389
gujarat,2023,2,Bhavnagar,168585,1567306
gujarat,2023,3,Ahmedabad,1727889,13596533
gujarat,2023,3,Surat,645012,5075516
gujarat,2023,3,Vadodara,467811,3681144
gujarat,2023,3,Rajkot,349921,2753487
gujarat,2023,3,Gandhinagar,259418,2041330
gujarat,2023,3,Bhavnagar,209539,1648838
gujarat,2023,4,Ahmedabad,1747436,14844305
gujarat,2023,4,Surat,652309,5541303
gujarat,2023,4,Vadodara,473103,4018968
gujarat,2023,4,Rajkot,353880,3006178
gujarat,2023,4,Gandhinagar,262353,2228666
gujarat,2023,4,Bhavnagar,211909,1800154
haryana,2018,1,Gurugram,326891,2860799
haryana,2018,1,Faridabad,123739,1082911
haryana,2018,1,Hisar,86232,754671
haryana,2018,1,Panipat,57659,504613
haryana,2018,1,Karnal,47530,415967
haryana,2018,1,Ambala,37549,328618
haryana,2018,2,Gurugram,420408,3046891
haryana,2018,2,Faridabad,159139,1153353
haryana,2018,2,Hisar,110902,803761
haryana,2018,2,Panipat,74155,537437
haryana,2018,2,Karnal,61128,443026
haryana,2018,2,Ambala,48292,349994
haryana,2018,3,Gurugram,516218,4470763
haryana,2018,3,Faridabad,195406,1692337
haryana,2018,3,Hisar,136176,1179375
haryana,2018,3,Panipat,91055,788592
haryana,2018,3,Karnal,75059,650060
haryana,2018,3,Ambala,59297,513554
haryana,2018,4,Gurugram,620695,5179878
haryana,2018,4,Faridabad,234954,1960762
haryana,2018,4,Hisar,163737,1366438
haryana,2018,4,Panipat,109483,913672
haryana,2018,4,Karnal,90250,753168
haryana,2018,4,Ambala,71298,595009
haryana,2019,1,Gurugram,558991,4888109
haryana,2019,1,Faridabad,211597,1850317
haryana,2019,1,Hisar,147460,1289470
haryana,2019,1,Panipat,98599,862207
haryana,2019,1,Karnal,81278,710744
haryana,2019,1,Ambala,64211,561494
haryana,2019,2,Gurugram,540860,3704708
haryana,2019,2,Faridabad,204734,1402359
haryana,2019,2,Hisar,142677,977292
haryana,2019,2,Panipat,95401,653469
haryana,2019,2,Karnal,78642,538674
haryana,2019,2,Ambala,62128,425557
haryana,2019,3,Gurugram,647230,5321596
haryana,2019,3,Faridabad,244998,2014407
haryana,2019,3,Hisar,170737,1403822
haryana,2019,3,Panipat,114164,938670
haryana,2019,3,Karnal,94109,773774
haryana,2019,3,Ambala,74346,611288
haryana,2019,4,Gurugram,836488,7742242
haryana,2019,4,Faridabad,316639,2930705
haryana,2019,4,Hisar,220663,2042382
haryana,2019,4,Panipat,147547,1365644
haryana,2019,4,Karnal,121627,1125742
haryana,2019,4,Ambala,96087,889347
haryana,2020,1,Gurugram,647673,4810550
haryana,2020,1,Faridabad,245166,1820959
haryana,2020,1,Hisar,170854,1269010
haryana,2020,1,Panipat,114242,848527
haryana,2020,1,Karnal,94173,699466
haryana,2020,1,Ambala,74397,552585
haryana,2020,2,Gurugram,694700,5954239
haryana,2020,2,Faridabad,262968,2253884
haryana,2020,2,Hisar,183260,1570712
haryana,2020,2,Panipat,122537,1050261
haryana,2020,2,Karnal,101011,865762
haryana,2020,2,Ambala,79799,683960
haryana,2020,3,Gurugram,715998,4936104
haryana,2020,3,Faridabad,271029,1868485
haryana,2020,3,Hisar,188878,1302131
haryana,2020,3,Panipat,126294,870673
haryana,2020,3,Karnal,104108,717722
haryana,2020,3,Ambala,82246,567007
haryana,2020,4,Gurugram,904186,8258419
haryana,2020,4,Faridabad,342265,3126095
haryana,2020,4,Hisar,238522,2178548
haryana,2020,4,Panipat,159488,1456692
haryana,2020,4,Karnal,131471,1200796
haryana,2020,4,Ambala,103863,948640
haryana,2021,1,Gurugram,771589,6888442
haryana,2021,1,Faridabad,292073,2607512
haryana,2021,1,Hisar,203543,1817152
haryana,2021,1,Panipat,136099,1215044
haryana,2021,1,Karnal,112191,1001597
haryana,2021,1,Ambala,88632,791271
haryana,2021,2,Gurugram,782956,7269411
haryana,2021,2,Faridabad,296375,2751722
haryana,2021,2,Hisar,206541,1917651
haryana,2021,2,Panipat,138104,1282242
haryana,2021,2,Karnal,113843,1056991
haryana,2021,2,Ambala,89937,835033
haryana,2021,3,Gurugram,836329,7233305
haryana,2021,3,Faridabad,316579,2738054
haryana,2021,3,Hisar,220621,1908126
haryana,2021,3,Panipat,147519,1275873
haryana,2021,3,Karnal,121604,1051741
haryana,2021,3,Ambala,96068,830885
haryana,2021,4,Gurugram,944760,8104268
haryana,2021,4,Faridabad,357624,3067744
haryana,2021,4,Hisar,249225,2137884
haryana,2021,4,Panipat,166645,1429502
haryana,2021,4,Karnal,137370,1178382
haryana,2021,4,Ambala,108524,930932
haryana,2022,1,Gurugram,855826,6685978
haryana,2022,1,Faridabad,323959,2530872
haryana,2022,1,Hisar,225764,1763743
haryana,2022,1,Panipat,150958,1179331
haryana,2022,1,Karnal,124439,972159
haryana,2022,1,Ambala,98308,768014
haryana,2022,2,Gurugram,911861,6001233
haryana,2022,2,Faridabad,345170,2271673
haryana,2022,2,Hisar,240546,1583109
haryana,2022,2,Panipat,160842,1058550
haryana,2022,2,Karnal,132587,872595
haryana,2022,2,Ambala,104745,689358
haryana,2022,3,Gurugram,1105576,9762521
haryana,2022,3,Faridabad,418498,3695450
haryana,2022,3,Hisar,291648,2575327
haryana,2022,3,Panipat,195011,1721999
haryana,2022,3,Karnal,160753,1419496
haryana,2022,3,Ambala,126996,1121415
haryana,2022,4,Gurugram,1035580,7424235
haryana,2022,4,Faridabad,392002,2810328
haryana,2022,4,Hisar,273183,1958493
haryana,2022,4,Panipat,182664,1309551
haryana,2022,4,Karnal,150576,1079503
haryana,2022,4,Ambala,118956,852817
haryana,2023,1,Gurugram,895348,6321096
haryana,2023,1,Faridabad,338920,2392752
haryana,2023,1,Hisar,236190,1667488
haryana,2023,1,Panipat,157929,1114970
haryana,2023,1,Karnal,130185,919104
haryana,2023,1,Ambala,102848,726100
haryana,2023,2,Gurugram,918070,7749298
haryana,2023,2,Faridabad,347521,2933376
haryana,2023,2,Hisar,242184,2044244
haryana,2023,2,Panipat,161937,1366889
haryana,2023,2,Karnal,133489,1126768
haryana,2023,2,Ambala,105458,890157
haryana,2023,3,Gurugram,1122228,9653834
haryana,2023,3,Faridabad,424801,3654308
haryana,2023,3,Hisar,296040,2546655
haryana,2023,3,Panipat,197948,1702828
haryana,2023,3,Karnal,163174,1403693
haryana,2023,3,Ambala,128909,1108930
haryana,2023,4,Gurugram,1251293,8641510
haryana,2023,4,Faridabad,473657,3271109
haryana,2023,4,Hisar,330087,2279607
haryana,2023,4,Panipat,220714,1524265
haryana,2023,4,Karnal,181941,1256498
haryana,2023,4,Ambala,143735,992645
himachal-pradesh,2018,1,Himachal Pradesh District 1,87102,801248
himachal-pradesh,2018,1,Himachal Pradesh District 2,39407,362505
himachal-pradesh,2018,1,Himachal Pradesh District 3,24388,224350
himachal-pradesh,2018,1,Himachal Pradesh District 4,18419,169440
himachal-pradesh,2018,1,Himachal Pradesh District 5,14562,133958
himachal-pradesh,2018,2,Himachal Pradesh District 1,102714,947578
himachal-pradesh,2018,2,Himachal Pradesh District 2,46470,428708
himachal-pradesh,2018,2,Himachal Pradesh District 3,28760,265322
himachal-pradesh,2018,2,Himachal Pradesh District 4,21721,200385
himachal-pradesh,2018,2,Himachal Pradesh District 5,17172,158422
himachal-pradesh,2018,3,Himachal Pradesh District 1,113376,1068272
himachal-pradesh,2018,3,Himachal Pradesh District 2,51294,483314
himachal-pradesh,2018,3,Himachal Pradesh District 3,31745,299117
himachal-pradesh,2018,3,Himachal Pradesh District 4,23975,225908
himachal-pradesh,2018,3,Himachal Pradesh District 5,18955,178601
himachal-pradesh,2018,4,Himachal Pradesh District 1,149541,1117972
himachal-pradesh,2018,4,Himachal Pradesh District 2,67656,505799
himachal-pradesh,2018,4,Himachal Pradesh District 3,41871,313033
himachal-pradesh,2018,4,Himachal Pradesh District 4,31623,236418
himachal-pradesh,2018,4,Himachal Pradesh District 5,25001,186910
himachal-pradesh,2019,1,Himachal Pradesh District 1,121471,1112303
himachal-pradesh,2019,1,Himachal Pradesh District 2,54956,503234
himachal-pradesh,2019,1,Himachal Pradesh District 3,34012,311446
himachal-pradesh,2019,1,Himachal Pradesh District 4,25687,235219
himachal-pradesh,2019,1,Himachal Pradesh District 5,20308,185962
himachal-pradesh,2019,2,Himachal Pradesh District 1,146068,1317577
himachal-pradesh,2019,2,Himachal Pradesh District 2,66084,596106
himachal-pradesh,2019,2,Himachal Pradesh District 3,40899,368923
himachal-pradesh,2019,2,Himachal Pradesh District 4,30889,278629
himachal-pradesh,2019,2,Himachal Pradesh District 5,24420,220282
himachal-pradesh,2019,3,Himachal Pradesh District 1,141117,1218622
himachal-pradesh,2019,3,Himachal Pradesh District 2,63844,551336
himachal-pradesh,2019,3,Himachal Pradesh District 3,39512,341215
himachal-pradesh,2019,3,Himachal Pradesh District 4,29842,257703
himachal-pradesh,2019,3,Himachal Pradesh District 5,23592,203738
himachal-pradesh,2019,4,Himachal Pradesh District 1,184289,1547118
himachal-pradesh,2019,4,Himachal Pradesh District 2,83377,699956
himachal-pradesh,2019,4,Himachal Pradesh District 3,51601,433194
himachal-pradesh,2019,4,Himachal Pradesh District 4,38971,327170
himachal-pradesh,2019,4,Himachal Pradesh District 5,30810,258658
himachal-pradesh,2020,1,Himachal Pradesh District 1,140746,1335556
himachal-pradesh,2020,1,Himachal Pradesh District 2,63677,604240
himachal-pradesh,2020,1,Himachal Pradesh District 3,39409,373957
himachal-pradesh,2020,1,Himachal Pradesh District 4,29763,282431
himachal-pradesh,2020,1,Himachal Pradesh District 5,23530,223287
himachal-pradesh,2020,2,Himachal Pradesh District 1,159049,1161365
himachal-pradesh,2020,2,Himachal Pradesh District 2,71957,525431
himachal-pradesh,2020,2,Himachal Pradesh District 3,44533,325183
himachal-pradesh,2020,2,Himachal Pradesh District 4,33634,245594
himachal-pradesh,2020,2,Himachal Pradesh District 5,26590,194165
himachal-pradesh,2020,3,Himachal Pradesh District 1,172725,1184342
himachal-pradesh,2020,3,Himachal Pradesh District 2,78145,535827
himachal-pradesh,2020,3,Himachal Pradesh District 3,48363,331617
himachal-pradesh,2020,3,Himachal Pradesh District 4,36526,250453
himachal-pradesh,2020,3,Himachal Pradesh District 5,28877,198006
himachal-pradesh,2020,4,Himachal Pradesh District 1,212650,1920577
himachal-pradesh,2020,4,Himachal Pradesh District 2,96208,868918
himachal-pradesh,2020,4,Himachal Pradesh District 3,59542,537763
himachal-pradesh,2020,4,Himachal Pradesh District 4,44969,406145
himachal-pradesh,2020,4,Himachal Pradesh District 5,35552,321095
himachal-pradesh,2021,1,Himachal Pradesh District 1,178815,1343303
himachal-pradesh,2021,1,Himachal Pradesh District 2,80900,607745
himachal-pradesh,2021,1,Himachal Pradesh District 3,50068,376126
himachal-pradesh,2021,1,Himachal Pradesh District 4,37814,284069
himachal-pradesh,2021,1,Himachal Pradesh District 5,29895,224583
himachal-pradesh,2021,2,Himachal Pradesh District 1,179659,1241049
himachal-pradesh,2021,2,Himachal Pradesh District 2,81282,561482
himachal-pradesh,2021,2,Himachal Pradesh District 3,50304,347495
himachal-pradesh,2021,2,Himachal Pradesh District 4,37992,262445
himachal-pradesh,2021,2,Himachal Pradesh District 5,30036,207487
himachal-pradesh,2021,3,Himachal Pradesh District 1,203385,1404440
himachal-pradesh,2021,3,Himachal Pradesh District 2,92017,635404
himachal-pradesh,2021,3,Himachal Pradesh District 3,56948,393244
himachal-pradesh,2021,3,Himachal Pradesh District 4,43010,296998
himachal-pradesh,2021,3,Himachal Pradesh District 5,34003,234804
himachal-pradesh,2021,4,Himachal Pradesh District 1,223767,1677077
himachal-pradesh,2021,4,Himachal Pradesh District 2,101238,758752
himachal-pradesh,2021,4,Himachal Pradesh District 3,62655,469583
himachal-pradesh,2021,4,Himachal Pradesh District 4,47320,354652
himachal-pradesh,2021,4,Himachal Pradesh District 5,37411,280385
himachal-pradesh,2022,1,Himachal Pradesh District 1,218654,1844131
himachal-pradesh,2022,1,Himachal Pradesh District 2,98925,834332
himachal-pradesh,2022,1,Himachal Pradesh District 3,61223,516358
himachal-pradesh,2022,1,Himachal Pradesh District 4,46239,389979
himachal-pradesh,2022,1,Himachal Pradesh District 5,36556,308315
himachal-pradesh,2022,2,Himachal Pradesh District 1,230510,1945870
himachal-pradesh,2022,2,Himachal Pradesh District 2,104288,880362
himachal-pradesh,2022,2,Himachal Pradesh District 3,64543,544845
himachal-pradesh,2022,2,Himachal Pradesh District 4,48746,411494
himachal-pradesh,2022,2,Himachal Pradesh District 5,38538,325324
himachal-pradesh,2022,3,Himachal Pradesh District 1,235081,1595998
himachal-pradesh,2022,3,Himachal Pradesh District 2,106356,722070
himachal-pradesh,2022,3,Himachal Pradesh District 3,65823,446881
himachal-pradesh,2022,3,Himachal Pradesh District 4,49712,337507
himachal-pradesh,2022,3,Himachal Pradesh District 5,39302,266830
himachal-pradesh,2022,4,Himachal Pradesh District 1,293552,2581707
himachal-pradesh,2022,4,Himachal Pradesh District 2,132810,1168031
himachal-pradesh,2022,4,Himachal Pradesh District 3,82195,722880
himachal-pradesh,2022,4,Himachal Pradesh District 4,62077,545955
himachal-pradesh,2022,4,Himachal Pradesh District 5,49078,431628
himachal-pradesh,2023,1,Himachal Pradesh District 1,225480,1755891
himachal-pradesh,2023,1,Himachal Pradesh District 2,102013,794410
himachal-pradesh,2023,1,Himachal Pradesh District 3,63134,491651
himachal-pradesh,2023,1,Himachal Pradesh District 4,47682,371319
himachal-pradesh,2023,1,Himachal Pradesh District 5,37697,293562
himachal-pradesh,2023,2,Himachal Pradesh District 1,248998,1817849
himachal-pradesh,2023,2,Himachal Pradesh District 2,112653,822441
himachal-pradesh,2023,2,Himachal Pradesh District 3,69719,508999
himachal-pradesh,2023,2,Himachal Pradesh District 4,52655,384422
himachal-pradesh,2023,2,Himachal Pradesh District 5,41629,303921
himachal-pradesh,2023,3,Himachal Pradesh District 1,267533,2011666
himachal-pradesh,2023,3,Himachal Pradesh District 2,121038,910129
himachal-pradesh,2023,3,Himachal Pradesh District 3,74909,563268
himachal-pradesh,2023,3,Himachal Pradesh District 4,56575,425408
himachal-pradesh,2023,3,Himachal Pradesh District 5,44728,336324
himachal-pradesh,2023,4,Himachal Pradesh District 1,299054,2692417
himachal-pradesh,2023,4,Himachal Pradesh District 2,135299,1218119
himachal-pradesh,2023,4,Himachal Pradesh District 3,83735,753879
himachal-pradesh,2023,4,Himachal Pradesh District 4,63241,569367
himachal-pradesh,2023,4,Himachal Pradesh District 5,49998,450137
jammu-&-kashmir,2018,1,Jammu And Kashmir District 1,99153,834000
jammu-&-kashmir,2018,1,Jammu And Kashmir District 2,53180,447311
jammu-&-kashmir,2018,1,Jammu And Kashmir District 3,31648,266198
jammu-&-kashmir,2018,1,Jammu And Kashmir District 4,20687,174003
jammu-&-kashmir,2018,1,Jammu And Kashmir District 5,18725,157506
jammu-&-kashmir,2018,2,Jammu And Kashmir District 1,94521,642999
jammu-&-kashmir,2018,2,Jammu And Kashmir District 2,50696,344869
jammu-&-kashmir,2018,2,Jammu And Kashmir District 3,30169,205234
jammu-&-kashmir,2018,2,Jammu And Kashmir District 4,19720,134153
jammu-&-kashmir,2018,2,Jammu And Kashmir District 5,17851,121435
jammu-&-kashmir,2018,3,Jammu And Kashmir District 1,117423,948432
jammu-&-kashmir,2018,3,Jammu And Kashmir District 2,62979,508687
